               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,  metrics/Bishop_mAP,    metrics/King_mAP,    metrics/Pawn_mAP,   metrics/Queen_mAP,    metrics/Rook_mAP,  metrics/Knight_mAP,metrics/Bishop_mAP_50, metrics/King_mAP_50, metrics/Pawn_mAP_50,metrics/Queen_mAP_50, metrics/Rook_mAP_50,metrics/Knight_mAP_50
                  89,            0.034966,            0.070685,            0.034912,             0.90904,             0.42728,             0.70438,             0.42312,            0.030973,            0.029827,            0.035847,            0.001288,            0.001288,            0.001288,             0.55884,             0.60913,             0.57447,             0.17634,            0.060829,             0.55913,               0.995,             0.92606,               0.995,             0.29019,             0.12465,             0.89539
                  90,            0.034064,            0.076454,            0.033427,             0.90904,             0.42728,             0.70438,             0.42312,            0.030973,            0.029827,            0.035847,            0.001189,            0.001189,            0.001189,             0.55884,             0.60913,             0.57447,             0.17634,            0.060829,             0.55913,               0.995,             0.92606,               0.995,             0.29019,             0.12465,             0.89539
                  91,            0.037473,            0.081553,            0.030688,             0.90538,             0.43638,             0.70904,             0.42225,            0.028274,            0.028987,            0.035696,             0.00109,             0.00109,             0.00109,             0.57206,             0.58346,             0.59585,             0.17911,            0.080177,             0.52285,               0.995,             0.93211,               0.995,             0.29033,             0.15499,             0.88683
                  92,            0.038536,             0.09535,            0.033855,             0.90538,             0.43638,             0.70904,             0.42225,            0.028274,            0.028987,            0.035696,            0.000991,            0.000991,            0.000991,             0.57206,             0.58346,             0.59585,             0.17911,            0.080177,             0.52285,               0.995,             0.93211,               0.995,             0.29033,             0.15499,             0.88683
                  93,            0.033283,            0.081623,            0.030963,             0.93343,             0.44554,             0.70855,             0.44605,            0.027941,             0.02868,            0.035655,            0.000892,            0.000892,            0.000892,             0.65871,             0.65707,             0.56694,             0.17946,            0.081679,             0.53246,               0.995,              0.9583,               0.995,             0.29318,             0.16136,             0.84846
                  94,            0.032535,            0.084171,            0.034276,             0.93343,             0.44554,             0.70855,             0.44605,            0.027941,             0.02868,            0.035655,            0.000793,            0.000793,            0.000793,             0.65871,             0.65707,             0.56694,             0.17946,            0.081679,             0.53246,               0.995,              0.9583,               0.995,             0.29318,             0.16136,             0.84846
                  95,            0.033671,            0.083707,            0.032004,             0.93261,             0.45397,             0.70437,             0.43971,             0.02747,            0.028446,            0.035569,            0.000694,            0.000694,            0.000694,                0.64,             0.65439,             0.60321,             0.17199,            0.083498,             0.48515,               0.995,             0.97471,               0.995,             0.28575,             0.16519,              0.8106
                  96,             0.03914,            0.092456,            0.031748,             0.93261,             0.45397,             0.70437,             0.43971,             0.02747,            0.028446,            0.035569,            0.000595,            0.000595,            0.000595,                0.64,             0.65439,             0.60321,             0.17199,            0.083498,             0.48515,               0.995,             0.97471,               0.995,             0.28575,             0.16519,              0.8106
                  97,             0.02939,            0.062557,            0.032014,             0.92969,             0.45428,              0.7063,             0.43808,            0.027323,            0.028488,            0.035558,            0.000496,            0.000496,            0.000496,              0.6155,             0.65049,             0.62022,             0.16592,            0.080742,             0.49558,               0.995,             0.97905,               0.995,             0.28152,               0.163,             0.82423
                  98,            0.033094,            0.097378,            0.032383,             0.92969,             0.45428,              0.7063,             0.43808,            0.027323,            0.028488,            0.035558,            0.000397,            0.000397,            0.000397,              0.6155,             0.65049,             0.62022,             0.16592,            0.080742,             0.49558,               0.995,             0.97905,               0.995,             0.28152,               0.163,             0.82423
                  99,            0.034204,            0.091164,            0.030322,             0.93436,             0.45636,             0.71629,             0.44367,            0.027585,            0.028613,            0.035538,            0.000298,            0.000298,            0.000298,              0.6155,             0.65834,             0.62148,             0.19818,            0.076494,             0.49204,               0.995,             0.98711,               0.995,             0.33237,             0.15519,              0.8331
