               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,     metrics/dog_mAP,  metrics/person_mAP,     metrics/cat_mAP,      metrics/tv_mAP,     metrics/car_mAP,metrics/meatballs_mAP,metrics/marinara sauce_mAP,metrics/tomato soup_mAP,metrics/chicken noodle soup_mAP,metrics/french onion soup_mAP,metrics/chicken breast_mAP,    metrics/ribs_mAP,metrics/pulled pork_mAP,metrics/hamburger_mAP,  metrics/cavity_mAP,  metrics/Bishop_mAP,    metrics/King_mAP,       metrics/w_mAP,    metrics/Pawn_mAP,  metrics/Knight_mAP,    metrics/Rook_mAP,   metrics/Queen_mAP,       metrics/K_mAP,  metrics/dog_mAP_50,metrics/person_mAP_50,  metrics/cat_mAP_50,   metrics/tv_mAP_50,  metrics/car_mAP_50,metrics/meatballs_mAP_50,metrics/marinara sauce_mAP_50,metrics/tomato soup_mAP_50,metrics/chicken noodle soup_mAP_50,metrics/french onion soup_mAP_50,metrics/chicken breast_mAP_50, metrics/ribs_mAP_50,metrics/pulled pork_mAP_50,metrics/hamburger_mAP_50,metrics/cavity_mAP_50,metrics/Bishop_mAP_50, metrics/King_mAP_50,    metrics/w_mAP_50, metrics/Pawn_mAP_50,metrics/Knight_mAP_50, metrics/Rook_mAP_50,metrics/Queen_mAP_50,    metrics/K_mAP_50
                  35,            0.067587,            0.098106,            0.043866,              0.4139,             0.03458,            0.039802,            0.010952,            0.074656,             0.10586,            0.052063,             0.03364,           0.0046399,           0.0046399,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,                   0,            0.041109,            0.010952,            0.024602,                   0,                   0,                   0,            0.010952,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,                   0,             0.19781,            0.039802,            0.041004,                   0,                   0,                   0,            0.039802
                  36,            0.072234,            0.077177,            0.043885,              0.4139,             0.03458,            0.039802,            0.010952,            0.074656,             0.10586,            0.052063,            0.031698,           0.0046983,           0.0046983,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,            0.010952,                   0,            0.041109,            0.010952,            0.024602,                   0,                   0,                   0,            0.010952,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,            0.039802,                   0,             0.19781,            0.039802,            0.041004,                   0,                   0,                   0,            0.039802
                  37,            0.067511,            0.090519,            0.041564,             0.01628,            0.053099,            0.018002,           0.0051046,            0.070664,            0.087108,            0.050372,            0.029753,           0.0047528,           0.0047528,           0.0051046,           0.0051046,           0.0051046,           0.0051046,           0.0051046,           0.0051046,           0.0051046,           0.0051046,           0.0051046,           0.0051046,           0.0051046,           0.0051046,           0.0051046,           0.0051046,           0.0051046,                   0,            0.013143,           0.0051046,            0.010484,                   0,                   0,           0.0069999,           0.0051046,            0.018002,            0.018002,            0.018002,            0.018002,            0.018002,            0.018002,            0.018002,            0.018002,            0.018002,            0.018002,            0.018002,            0.018002,            0.018002,            0.018002,            0.018002,                   0,              0.0353,            0.018002,            0.049382,                   0,                   0,            0.023333,            0.018002
                  38,            0.065359,            0.084793,             0.04493,             0.60917,            0.030367,            0.036742,            0.021967,            0.061388,            0.076653,            0.048842,            0.027803,           0.0048033,           0.0048033,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,                   0,             0.11119,            0.021967,            0.020611,                   0,                   0,                   0,            0.021967,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,                   0,             0.17135,            0.036742,            0.049098,                   0,                   0,                   0,            0.036742
                  39,            0.065929,            0.088716,            0.044149,             0.60917,            0.030367,            0.036742,            0.021967,            0.061388,            0.076653,            0.048842,             0.02585,           0.0048498,           0.0048498,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,            0.021967,                   0,             0.11119,            0.021967,            0.020611,                   0,                   0,                   0,            0.021967,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,            0.036742,                   0,             0.17135,            0.036742,            0.049098,                   0,                   0,                   0,            0.036742
                  40,            0.070736,             0.10211,            0.043578,             0.56884,            0.048328,            0.076149,            0.028148,            0.068577,            0.063292,            0.047794,            0.023892,           0.0048924,           0.0048924,            0.028148,            0.028148,            0.028148,            0.028148,            0.028148,            0.028148,            0.028148,            0.028148,            0.028148,            0.028148,            0.028148,            0.028148,            0.028148,            0.028148,            0.028148,                   0,            0.054247,            0.028148,            0.032421,                   0,                   0,            0.082218,            0.028148,            0.076149,            0.076149,            0.076149,            0.076149,            0.076149,            0.076149,            0.076149,            0.076149,            0.076149,            0.076149,            0.076149,            0.076149,            0.076149,            0.076149,            0.076149,                   0,              0.2017,            0.076149,            0.057979,                   0,                   0,             0.19722,            0.076149
                  41,            0.070316,             0.10385,            0.040592,             0.62349,             0.16865,             0.21867,             0.11337,            0.070798,            0.050063,            0.046947,            0.021931,            0.004931,            0.004931,             0.11337,             0.11337,             0.11337,             0.11337,             0.11337,             0.11337,             0.11337,             0.11337,             0.11337,             0.11337,             0.11337,             0.11337,             0.11337,             0.11337,             0.11337,                   0,              0.3519,             0.11337,             0.12862,                   0,             0.01475,             0.18495,             0.11337,             0.21867,             0.21867,             0.21867,             0.21867,             0.21867,             0.21867,             0.21867,             0.21867,             0.21867,             0.21867,             0.21867,             0.21867,             0.21867,             0.21867,             0.21867,                   0,             0.54486,             0.21867,             0.38762,                   0,            0.042413,             0.33709,             0.21867
                  42,            0.065893,             0.11838,            0.038121,             0.86615,             0.21088,             0.41877,             0.17208,            0.070798,            0.050063,            0.046947,            0.019966,           0.0049657,           0.0049657,             0.17208,             0.17208,             0.17208,             0.17208,             0.17208,             0.17208,             0.17208,             0.17208,             0.17208,             0.17208,             0.17208,             0.17208,             0.17208,             0.17208,             0.17208,             0.28749,             0.34494,             0.17208,             0.20036,                   0,             0.01475,             0.18495,             0.17208,             0.41877,             0.41877,             0.41877,             0.41877,             0.41877,             0.41877,             0.41877,             0.41877,             0.41877,             0.41877,             0.41877,             0.41877,             0.41877,             0.41877,             0.41877,               0.995,              0.5341,             0.41877,             0.60402,                   0,            0.042413,             0.33709,             0.41877
                  43,            0.068711,             0.10632,            0.040373,              0.6344,             0.45833,             0.41171,            0.096511,            0.064638,            0.040291,            0.045785,            0.017996,           0.0049964,           0.0049964,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,             0.12736,             0.14917,            0.096511,             0.12412,            0.091737,           0.0095203,            0.077151,            0.096511,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.84917,             0.62821,             0.41171,             0.54939,             0.23494,            0.031499,             0.17703,             0.41171
                  44,            0.061425,             0.10203,            0.042263,              0.6344,             0.45833,             0.41171,            0.096511,            0.064638,            0.040291,            0.045785,            0.016023,           0.0050232,           0.0050232,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,            0.096511,             0.12736,             0.14917,            0.096511,             0.12412,            0.091737,           0.0095203,            0.077151,            0.096511,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.41171,             0.84917,             0.62821,             0.41171,             0.54939,             0.23494,            0.031499,             0.17703,             0.41171
                  45,             0.06778,            0.093162,            0.039609,             0.58463,             0.37549,             0.20678,             0.08698,            0.067645,            0.040981,            0.044125,            0.014046,            0.005046,            0.005046,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,            0.037242,            0.077199,             0.08698,             0.27286,            0.034287,            0.062483,            0.037813,             0.08698,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,              0.1707,             0.24582,             0.20678,             0.55751,            0.062778,             0.11371,            0.090141,             0.20678
                  46,            0.060889,             0.10984,            0.043187,             0.58463,             0.37549,             0.20678,             0.08698,            0.067645,            0.040981,            0.044125,            0.012065,           0.0050648,           0.0050648,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,             0.08698,            0.037242,            0.077199,             0.08698,             0.27286,            0.034287,            0.062483,            0.037813,             0.08698,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,             0.20678,              0.1707,             0.24582,             0.20678,             0.55751,            0.062778,             0.11371,            0.090141,             0.20678
                  47,            0.060901,            0.099337,            0.042558,             0.55108,             0.36806,              0.1109,             0.03445,            0.076279,            0.040533,            0.043445,             0.01008,           0.0050797,           0.0050797,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,           0.0092432,             0.05097,             0.03445,             0.10535,            0.011008,           0.0040932,            0.026033,             0.03445,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,            0.036924,             0.22029,              0.1109,             0.26664,            0.052757,            0.015521,            0.073268,              0.1109
                  48,            0.075214,            0.091394,            0.037467,             0.55108,             0.36806,              0.1109,             0.03445,            0.076279,            0.040533,            0.043445,           0.0080906,           0.0050906,           0.0050906,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,             0.03445,           0.0092432,             0.05097,             0.03445,             0.10535,            0.011008,           0.0040932,            0.026033,             0.03445,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,              0.1109,            0.036924,             0.22029,              0.1109,             0.26664,            0.052757,            0.015521,            0.073268,              0.1109
                  49,            0.078513,            0.079982,            0.043319,             0.72617,             0.42122,             0.48847,              0.1922,            0.051675,            0.039705,            0.042855,           0.0060975,           0.0050975,           0.0050975,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,             0.46407,             0.32067,              0.1922,             0.20575,            0.045147,            0.065707,            0.051836,              0.1922,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.91167,             0.85548,             0.48847,              0.8026,            0.099924,              0.1527,             0.10846,             0.48847
                  50,            0.063519,            0.092768,            0.039591,             0.72617,             0.42122,             0.48847,              0.1922,            0.051675,            0.039705,            0.042855,             0.00505,             0.00505,             0.00505,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,              0.1922,             0.46407,             0.32067,              0.1922,             0.20575,            0.045147,            0.065707,            0.051836,              0.1922,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.48847,             0.91167,             0.85548,             0.48847,              0.8026,            0.099924,              0.1527,             0.10846,             0.48847
                  51,            0.062322,            0.070379,            0.042012,             0.89238,              0.1493,             0.16987,            0.077432,            0.069121,            0.039912,            0.042553,             0.00505,             0.00505,             0.00505,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.025825,            0.086504,            0.077432,             0.23148,            0.044167,            0.040864,             0.03575,            0.077432,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,            0.069597,             0.17438,             0.16987,             0.42546,             0.11406,              0.1694,            0.066336,             0.16987
                  52,            0.069399,            0.085036,            0.034573,             0.89238,              0.1493,             0.16987,            0.077432,            0.069121,            0.039912,            0.042553,            0.004951,            0.004951,            0.004951,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.077432,            0.025825,            0.086504,            0.077432,             0.23148,            0.044167,            0.040864,             0.03575,            0.077432,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,             0.16987,            0.069597,             0.17438,             0.16987,             0.42546,             0.11406,              0.1694,            0.066336,             0.16987
                  53,            0.069037,            0.084103,            0.036196,             0.67121,             0.45833,             0.40283,             0.12456,            0.067463,            0.038097,            0.042222,            0.004852,            0.004852,            0.004852,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,            0.064099,             0.25152,             0.12456,              0.3184,             0.02074,            0.036803,            0.055785,             0.12456,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.16993,             0.87649,             0.40283,             0.83091,            0.071206,             0.33703,             0.13143,             0.40283
                  54,            0.066472,             0.10377,            0.039238,             0.67121,             0.45833,             0.40283,             0.12456,            0.067463,            0.038097,            0.042222,            0.004753,            0.004753,            0.004753,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,             0.12456,            0.064099,             0.25152,             0.12456,              0.3184,             0.02074,            0.036803,            0.055785,             0.12456,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.40283,             0.16993,             0.87649,             0.40283,             0.83091,            0.071206,             0.33703,             0.13143,             0.40283
                  55,            0.064531,            0.087703,            0.035641,             0.61787,             0.46528,             0.33244,             0.10215,            0.064518,            0.037959,            0.041411,            0.004654,            0.004654,            0.004654,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,            0.081185,             0.16328,             0.10215,              0.2493,            0.044973,            0.043559,            0.030633,             0.10215,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.29437,             0.44941,             0.33244,              0.7162,             0.12009,             0.33691,            0.077682,             0.33244
                  56,            0.064117,            0.087974,            0.037878,             0.61787,             0.46528,             0.33244,             0.10215,            0.064518,            0.037959,            0.041411,            0.004555,            0.004555,            0.004555,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,             0.10215,            0.081185,             0.16328,             0.10215,              0.2493,            0.044973,            0.043559,            0.030633,             0.10215,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.33244,             0.29437,             0.44941,             0.33244,              0.7162,             0.12009,             0.33691,            0.077682,             0.33244
                  57,            0.064566,            0.081104,            0.035392,             0.64579,             0.32313,             0.33135,            0.093679,            0.075319,            0.039811,            0.040826,            0.004456,            0.004456,            0.004456,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.021821,             0.30054,            0.093679,             0.13115,            0.021138,            0.061502,             0.02593,            0.093679,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,            0.093538,             0.94837,             0.33135,             0.42958,            0.057086,             0.33693,             0.12261,             0.33135
                  58,             0.07334,            0.081677,            0.039923,             0.64579,             0.32313,             0.33135,            0.093679,            0.075319,            0.039811,            0.040826,            0.004357,            0.004357,            0.004357,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.093679,            0.021821,             0.30054,            0.093679,             0.13115,            0.021138,            0.061502,             0.02593,            0.093679,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,             0.33135,            0.093538,             0.94837,             0.33135,             0.42958,            0.057086,             0.33693,             0.12261,             0.33135
                  59,            0.070704,             0.08571,            0.031626,             0.64259,             0.45139,             0.43393,             0.18667,            0.056414,            0.036776,            0.039678,            0.004258,            0.004258,            0.004258,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.10911,             0.27143,             0.18667,             0.48366,            0.060236,             0.11584,            0.079746,             0.18667,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.22011,             0.61893,             0.43393,             0.88383,             0.14168,             0.60953,             0.12952,             0.43393
                  60,            0.059341,            0.093356,             0.03233,             0.64259,             0.45139,             0.43393,             0.18667,            0.056414,            0.036776,            0.039678,            0.004159,            0.004159,            0.004159,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.18667,             0.10911,             0.27143,             0.18667,             0.48366,            0.060236,             0.11584,            0.079746,             0.18667,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.43393,             0.22011,             0.61893,             0.43393,             0.88383,             0.14168,             0.60953,             0.12952,             0.43393
                  61,            0.059222,            0.091041,            0.035879,             0.61734,             0.45479,             0.37655,             0.14369,            0.066433,            0.039537,            0.039134,             0.00406,             0.00406,             0.00406,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,            0.031993,             0.17969,             0.14369,             0.41353,            0.047606,             0.14344,            0.045911,             0.14369,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.15136,             0.61049,             0.37655,             0.84162,             0.12754,             0.43722,            0.091043,             0.37655
                  62,            0.065913,            0.077207,            0.034412,             0.61734,             0.45479,             0.37655,             0.14369,            0.066433,            0.039537,            0.039134,            0.003961,            0.003961,            0.003961,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,             0.14369,            0.031993,             0.17969,             0.14369,             0.41353,            0.047606,             0.14344,            0.045911,             0.14369,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.37655,             0.15136,             0.61049,             0.37655,             0.84162,             0.12754,             0.43722,            0.091043,             0.37655
                  63,            0.070848,             0.13855,            0.039851,              0.7519,             0.46528,             0.51409,             0.21532,            0.055859,            0.038191,            0.038487,            0.003862,            0.003862,            0.003862,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.12869,              0.4881,             0.21532,             0.35587,            0.042056,              0.2187,            0.058478,             0.21532,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.33167,             0.93913,             0.51409,               0.995,             0.10342,             0.59426,             0.12108,             0.51409
                  64,            0.059753,             0.10494,            0.031605,              0.7519,             0.46528,             0.51409,             0.21532,            0.055859,            0.038191,            0.038487,            0.003763,            0.003763,            0.003763,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.21532,             0.12869,              0.4881,             0.21532,             0.35587,            0.042056,              0.2187,            0.058478,             0.21532,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.51409,             0.33167,             0.93913,             0.51409,               0.995,             0.10342,             0.59426,             0.12108,             0.51409
                  65,            0.059024,             0.10412,            0.034474,             0.68268,             0.32639,             0.51856,             0.15746,            0.068153,            0.038894,            0.038072,            0.003664,            0.003664,            0.003664,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,            0.076517,             0.23564,             0.15746,             0.31301,            0.037187,             0.23091,            0.051516,             0.15746,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.17501,             0.86785,             0.51856,             0.96936,             0.12452,             0.84815,              0.1265,             0.51856
                  66,            0.061967,            0.075045,            0.034851,             0.68268,             0.32639,             0.51856,             0.15746,            0.068153,            0.038894,            0.038072,            0.003565,            0.003565,            0.003565,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,             0.15746,            0.076517,             0.23564,             0.15746,             0.31301,            0.037187,             0.23091,            0.051516,             0.15746,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.51856,             0.17501,             0.86785,             0.51856,             0.96936,             0.12452,             0.84815,              0.1265,             0.51856
                  67,            0.066361,            0.093306,            0.034012,             0.70566,             0.33333,             0.42827,             0.17619,            0.060638,            0.038385,            0.037423,            0.003466,            0.003466,            0.003466,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,            0.052174,             0.36541,             0.17619,              0.4122,             0.04509,              0.1223,            0.059948,             0.17619,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.12437,             0.91577,             0.42827,             0.81513,            0.089651,             0.51801,             0.10671,             0.42827
                  68,            0.061708,            0.084289,            0.034716,             0.70566,             0.33333,             0.42827,             0.17619,            0.060638,            0.038385,            0.037423,            0.003367,            0.003367,            0.003367,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,             0.17619,            0.052174,             0.36541,             0.17619,              0.4122,             0.04509,              0.1223,            0.059948,             0.17619,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.42827,             0.12437,             0.91577,             0.42827,             0.81513,            0.089651,             0.51801,             0.10671,             0.42827
                  69,            0.063072,            0.079625,             0.03632,             0.71402,                 0.5,             0.48772,             0.20141,            0.053043,            0.035388,            0.036878,            0.003268,            0.003268,            0.003268,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,            0.095152,             0.44736,             0.20141,             0.44544,            0.053586,            0.098306,            0.068605,             0.20141,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.20947,             0.98736,             0.48772,               0.991,             0.14474,             0.46768,             0.12605,             0.48772
                  70,            0.049649,             0.10475,            0.040794,             0.71402,                 0.5,             0.48772,             0.20141,            0.053043,            0.035388,            0.036878,            0.003169,            0.003169,            0.003169,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,             0.20141,            0.095152,             0.44736,             0.20141,             0.44544,            0.053586,            0.098306,            0.068605,             0.20141,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.48772,             0.20947,             0.98736,             0.48772,               0.991,             0.14474,             0.46768,             0.12605,             0.48772
                  71,            0.049663,            0.095331,            0.030426,             0.72447,             0.42697,              0.5318,             0.18919,            0.051322,            0.034913,            0.036365,             0.00307,             0.00307,             0.00307,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.18919,             0.08571,             0.39467,             0.18919,             0.37571,            0.096255,             0.13888,            0.043924,             0.18919,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,              0.5318,             0.37721,             0.97694,              0.5318,             0.98974,             0.30407,              0.4198,             0.12301,              0.5318
